id,nome,codigo,sigla,estado_id,padrao,capital
2869,Heliodora,29202,NULL,19,N,N
2870,Natércia,44409,NULL,19,N,N
2871,Pedralva,49101,NULL,19,N,N
2872,"Santa Rita do Sapucaí",59605,NULL,19,N,N
2873,"São Gonçalo do Sapucaí",62005,NULL,19,N,N
2874,"São João da Mata",62302,NULL,19,N,N
2875,"São José do Alegre",63201,NULL,19,N,N
2876,"São Sebastião da Bela Vista",64407,NULL,19,N,N
2877,Silvianópolis,67400,NULL,19,N,N
2878,Turvolândia,69802,NULL,19,N,N
2879,Alagoa,01300,NULL,19,N,N
2880,Baependi,04908,NULL,19,N,N
2881,Cambuquira,10707,NULL,19,N,N
2882,"Carmo de Minas",14105,NULL,19,N,N
2883,Caxambu,15508,NULL,19,N,N
2884,"Conceição do Rio Verde",17702,NULL,19,N,N
2885,Itamonte,33006,NULL,19,N,N
2886,Itanhandu,33105,NULL,19,N,N
2887,Jesuânia,35902,NULL,19,N,N
2888,Lambari,37809,NULL,19,N,N
2889,"Olímpio Noronha",45505,NULL,19,N,N
2890,"Passa Quatro",47600,NULL,19,N,N
2891,"Pouso Alto",52600,NULL,19,N,N
2892,"São Lourenço",63706,NULL,19,N,N
2893,"São Sebastião do Rio Verde",64902,NULL,19,N,N
2894,"Soledade de Minas",67806,NULL,19,N,N
2895,Aiuruoca,01201,NULL,19,N,N
2896,Andrelândia,02803,NULL,19,N,N
2897,Arantina,03603,NULL,19,N,N
2898,"Bocaina de Minas",07208,NULL,19,N,N
2899,"Bom Jardim de Minas",07505,NULL,19,N,N
2900,Carvalhos,14808,NULL,19,N,N
2901,Cruzília,20805,NULL,19,N,N
2902,Liberdade,38500,NULL,19,N,N
2903,Minduri,41900,NULL,19,N,N
2904,Passa-Vinte,47808,NULL,19,N,N
2905,"São Vicente de Minas",65305,NULL,19,N,N
2906,Seritinga,66402,NULL,19,N,N
2907,Serranos,67004,NULL,19,N,N
2908,Brazópolis,08909,NULL,19,N,N
2909,Consolação,18502,NULL,19,N,N
2910,Cristina,20508,NULL,19,N,N
2911,"Delfim Moreira",21100,NULL,19,N,N
2912,"Dom Viçoso",22801,NULL,19,N,N
2913,Itajubá,32404,NULL,19,N,N
2914,"Maria da Fé",39904,NULL,19,N,N
2915,Marmelópolis,40407,NULL,19,N,N
2916,Paraisópolis,47303,NULL,19,N,N
2917,Piranguçu,50901,NULL,19,N,N
2918,Piranguinho,51008,NULL,19,N,N
2919,Virgínia,71709,NULL,19,N,N
2920,"Wenceslau Braz",72202,NULL,19,N,N
2921,Carrancas,14600,NULL,19,N,N
2922,Ijaci,30408,NULL,19,N,N
2923,Ingaí,30804,NULL,19,N,N
2924,Itumirim,34301,NULL,19,N,N
2925,Itutinga,34509,NULL,19,N,N
2926,Lavras,38203,NULL,19,N,N
2927,Luminárias,38708,NULL,19,N,N
2928,Nepomuceno,44607,NULL,19,N,N
2929,"Ribeirão Vermelho",54705,NULL,19,N,N
2930,"Conceição da Barra de Minas",15201,NULL,19,N,N
2931,"Coronel Xavier Chaves",19708,NULL,19,N,N
2932,"Dores de Campos",23007,NULL,19,N,N
2933,"Lagoa Dourada",37403,NULL,19,N,N
2934,"Madre de Deus de Minas",39102,NULL,19,N,N
2935,Nazareno,44508,NULL,19,N,N
2936,"Piedade do Rio Grande",50307,NULL,19,N,N
2937,Prados,52709,NULL,19,N,N
2938,"Resende Costa",54200,NULL,19,N,N
2939,Ritápolis,56106,NULL,19,N,N
2940,"Santa Cruz de Minas",57336,NULL,19,N,N
2941,"Santana do Garambéu",58706,NULL,19,N,N
2942,"São João del Rei",62500,NULL,19,N,N
2943,"São Tiago",65008,NULL,19,N,N
2944,Tiradentes,68804,NULL,19,N,N
2945,"Alfredo Vasconcelos",01631,NULL,19,N,N
2946,"Antônio Carlos",02902,NULL,19,N,N
2947,Barbacena,05608,NULL,19,N,N
2948,Barroso,05905,NULL,19,N,N
2949,"Capela Nova",12208,NULL,19,N,N
2950,Caranaíba,13107,NULL,19,N,N
2951,Carandaí,13206,NULL,19,N,N
2952,"Desterro do Melo",21506,NULL,19,N,N
2953,Ibertioga,29400,NULL,19,N,N
2954,Ressaquinha,54408,NULL,19,N,N
2955,"Santa Bárbara do Tugúrio",57302,NULL,19,N,N
2956,"Senhora dos Remédios",66204,NULL,19,N,N
2957,Acaiaca,00401,NULL,19,N,N
2958,"Barra Longa",05707,NULL,19,N,N
2959,"Dom Silvério",22702,NULL,19,N,N
2960,Guaraciaba,28204,NULL,19,N,N
2961,Jequeri,35506,NULL,19,N,N
2962,Oratórios,45851,NULL,19,N,N
2963,"Piedade de Ponte Nova",50208,NULL,19,N,N
2964,"Ponte Nova",52105,NULL,19,N,N
2965,"Raul Soares",54002,NULL,19,N,N
2966,"Rio Casca",54903,NULL,19,N,N
2967,"Rio Doce",55009,NULL,19,N,N
2968,"Santa Cruz do Escalvado",57401,NULL,19,N,N
2969,"Santo Antônio do Grama",60108,NULL,19,N,N
2970,"São Pedro dos Ferros",64001,NULL,19,N,N
2971,Sem-Peixe,65560,NULL,19,N,N
2972,Sericita,66303,NULL,19,N,N
2973,Urucânia,70503,NULL,19,N,N
2974,"Vermelho Novo",71154,NULL,19,N,N
2975,"Abre Campo",00302,NULL,19,N,N
2976,"Alto Caparaó",02050,NULL,19,N,N
2977,Caparaó,12109,NULL,19,N,N
2978,Caputira,12901,NULL,19,N,N
2979,Chalé,16001,NULL,19,N,N
2980,Durandé,23528,NULL,19,N,N
2981,Lajinha,37700,NULL,19,N,N
2982,Luisburgo,38674,NULL,19,N,N
2983,Manhuaçu,39409,NULL,19,N,N
2984,Manhumirim,39508,NULL,19,N,N
2985,"Martins Soares",40530,NULL,19,N,N
2986,Matipó,40902,NULL,19,N,N
2987,"Pedra Bonita",48756,NULL,19,N,N
2988,"Alto Jequitibá",53509,NULL,19,N,N
2989,Reduto,54150,NULL,19,N,N
2990,"Santa Margarida",57906,NULL,19,N,N
2991,"Santana do Manhuaçu",58904,NULL,19,N,N
2992,"São João do Manhuaçu",62559,NULL,19,N,N
2993,"São José do Mantimento",63607,NULL,19,N,N
2994,Simonésia,67608,NULL,19,N,N
2995,"Alto Rio Doce",02100,NULL,19,N,N
2996,"Amparo do Serra",02506,NULL,19,N,N
2997,Araponga,03702,NULL,19,N,N
2998,"Brás Pires",08701,NULL,19,N,N
2999,Cajuri,10202,NULL,19,N,N
3000,Canaã,11705,NULL,19,N,N
3001,Cipotânea,16308,NULL,19,N,N
3002,Coimbra,16704,NULL,19,N,N
3003,Ervália,24005,NULL,19,N,N
3004,Lamim,37908,NULL,19,N,N
3005,"Paula Cândido",48301,NULL,19,N,N
3006,"Pedra do Anta",48806,NULL,19,N,N
3007,Piranga,50802,NULL,19,N,N
3008,"Porto Firme",52303,NULL,19,N,N
3009,"Presidente Bernardes",53103,NULL,19,N,N
3010,"Rio Espera",55207,NULL,19,N,N
3011,"São Miguel do Anta",63805,NULL,19,N,N
3012,"Senhora de Oliveira",66006,NULL,19,N,N
3013,Teixeiras,68507,NULL,19,N,N
3014,Viçosa,71303,NULL,19,N,N
3015,"Antônio Prado de Minas",03108,NULL,19,N,N
3016,"Barão de Monte Alto",05509,NULL,19,N,N
3017,Caiana,10103,NULL,19,N,N
3018,Carangola,13305,NULL,19,N,N
3019,Divino,22009,NULL,19,N,N
3020,"Espera Feliz",24203,NULL,19,N,N
3021,Eugenópolis,24906,NULL,19,N,N
3022,"Faria Lemos",25309,NULL,19,N,N
3023,Fervedouro,25952,NULL,19,N,N
3024,Miradouro,42106,NULL,19,N,N
3025,Miraí,42205,NULL,19,N,N
3026,Muriaé,43906,NULL,19,N,N
3027,Orizânia,45877,NULL,19,N,N
3028,"Patrocínio do Muriaé",48202,NULL,19,N,N
3029,"Pedra Dourada",49002,NULL,19,N,N
3030,"Rosário da Limeira",56452,NULL,19,N,N
3031,"São Francisco do Glória",61403,NULL,19,N,N
3032,"São Sebastião da Vargem Alegre",64431,NULL,19,N,N
3033,Tombos,69208,NULL,19,N,N
3034,Vieiras,71402,NULL,19,N,N
3035,"Astolfo Dutra",04601,NULL,19,N,N
3036,Divinésia,21902,NULL,19,N,N
3037,"Dores do Turvo",23304,NULL,19,N,N
3038,Guarani,28402,NULL,19,N,N
3039,Guidoval,28808,NULL,19,N,N
3040,Guiricema,29004,NULL,19,N,N
3041,Mercês,41603,NULL,19,N,N
3042,Piraúba,51305,NULL,19,N,N
3043,"Rio Pomba",55801,NULL,19,N,N
3044,Rodeiro,56304,NULL,19,N,N
3045,"São Geraldo",61502,NULL,19,N,N
3046,"Senador Firmino",65701,NULL,19,N,N
3047,Silveirânia,67301,NULL,19,N,N
3048,Tabuleiro,67905,NULL,19,N,N
3049,Tocantins,69000,NULL,19,N,N
3050,Ubá,69901,NULL,19,N,N
3051,"Visconde do Rio Branco",72004,NULL,19,N,N
3052,Aracitaba,03306,NULL,19,N,N
3053,"Belmiro Braga",06101,NULL,19,N,N
3054,"Bias Fortes",06804,NULL,19,N,N
3055,Bicas,06903,NULL,19,N,N
3056,Chácara,15904,NULL,19,N,N
3057,Chiador,16209,NULL,19,N,N
3058,"Coronel Pacheco",19609,NULL,19,N,N
3059,Descoberto,21308,NULL,19,N,N
3060,"Ewbank da Câmara",25002,NULL,19,N,N
3061,Goianá,27388,NULL,19,N,N
3062,Guarará,28501,NULL,19,N,N
3063,"Juiz de Fora",36702,NULL,19,N,N
3064,"Lima Duarte",38609,NULL,19,N,N
3065,"Mar de Espanha",39805,NULL,19,N,N
3066,"Maripá de Minas",40209,NULL,19,N,N
3067,"Matias Barbosa",40803,NULL,19,N,N
3068,Olaria,45406,NULL,19,N,N
3069,"Oliveira Fortes",45703,NULL,19,N,N
3070,Paiva,46602,NULL,19,N,N
3071,"Pedro Teixeira",49408,NULL,19,N,N
3072,Pequeri,49507,NULL,19,N,N
3073,Piau,50109,NULL,19,N,N
3074,"Rio Novo",55405,NULL,19,N,N
3075,"Rio Preto",55900,NULL,19,N,N
3076,"Rochedo de Minas",56205,NULL,19,N,N
3077,"Santa Bárbara do Monte Verde",57278,NULL,19,N,N
3078,"Santana do Deserto",58607,NULL,19,N,N
3079,"Santa Rita de Jacutinga",59308,NULL,19,N,N
3080,"Santa Rita de Ibitipoca",59407,NULL,19,N,N
3081,"Santos Dumont",60702,NULL,19,N,N
3082,"São João Nepomuceno",62906,NULL,19,N,N
3083,"Senador Cortes",65602,NULL,19,N,N
3084,"Simão Pereira",67509,NULL,19,N,N
3085,"Além Paraíba",01508,NULL,19,N,N
3086,Argirita,04403,NULL,19,N,N
3087,Cataguases,15300,NULL,19,N,N
3088,"Dona Eusébia",22900,NULL,19,N,N
3089,"Estrela Dalva",24609,NULL,19,N,N
3090,"Itamarati de Minas",32602,NULL,19,N,N
3091,Laranjal,38005,NULL,19,N,N
3092,Leopoldina,38401,NULL,19,N,N
3093,Palma,46701,NULL,19,N,N
3094,Pirapetinga,51107,NULL,19,N,N
3095,Recreio,54101,NULL,19,N,N
3096,"Santana de Cataguases",58409,NULL,19,N,N
3097,"Santo Antônio do Aventureiro",60009,NULL,19,N,N
3098,"Volta Grande",72103,NULL,19,N,N
3099,"Água Doce do Norte",00169,NULL,20,N,N
3100,"Barra de São Francisco",00904,NULL,20,N,N
3101,Ecoporanga,02108,NULL,20,N,N
3102,Mantenópolis,03304,NULL,20,N,N
3103,"Águia Branca",00136,NULL,20,N,N
3104,"Boa Esperança",01001,NULL,20,N,N
3105,"Nova Venécia",03908,NULL,20,N,N
3106,"São Gabriel da Palha",04708,NULL,20,N,N
3107,"Vila Pavão",05150,NULL,20,N,N
3108,"Vila Valério",05176,NULL,20,N,N
3109,"Alto Rio Novo",00359,NULL,20,N,N
3110,"Baixo Guandu",00805,NULL,20,N,N
3111,Colatina,01506,NULL,20,N,N
3112,"Governador Lindenberg",02256,NULL,20,N,N
3113,Marilândia,03353,NULL,20,N,N
3114,Pancas,04005,NULL,20,N,N
3115,"São Domingos do Norte",04658,NULL,20,N,N
3116,Montanha,03502,NULL,20,N,N
3117,Mucurici,03601,NULL,20,N,N
3118,Pinheiros,04104,NULL,20,N,N
3119,"Ponto Belo",04252,NULL,20,N,N
3120,"Conceição da Barra",01605,NULL,20,N,N
3121,Jaguaré,03056,NULL,20,N,N
3122,"Pedro Canário",04054,NULL,20,N,N
3123,"São Mateus",04906,NULL,20,N,N
3124,Aracruz,00607,NULL,20,N,N
3125,Fundão,02207,NULL,20,N,N
3126,Ibiraçu,02504,NULL,20,N,N
3127,"João Neiva",03130,NULL,20,N,N
3128,Linhares,03205,NULL,20,N,N
3129,"Rio Bananal",04351,NULL,20,N,N
3130,Sooretama,05010,NULL,20,N,N
3131,"Afonso Cláudio",00102,NULL,20,N,N
3132,Brejetuba,01159,NULL,20,N,N
3133,"Conceição do Castelo",01704,NULL,20,N,N
3134,"Domingos Martins",01902,NULL,20,N,N
3135,"Laranja da Terra",03163,NULL,20,N,N
3136,"Marechal Floriano",03346,NULL,20,N,N
3137,"Venda Nova do Imigrante",05069,NULL,20,N,N
3138,Itaguaçu,02702,NULL,20,N,N
3139,Itarana,02900,NULL,20,N,N
3140,"Santa Leopoldina",04500,NULL,20,N,N
3141,"Santa Maria de Jetibá",04559,NULL,20,N,N
3142,"Santa Teresa",04609,NULL,20,N,N
3143,"São Roque do Canaã",04955,NULL,20,N,N
3144,Cariacica,01308,NULL,20,N,N
3145,Serra,05002,NULL,20,N,N
3146,Viana,05101,NULL,20,N,N
3147,"Vila Velha",05200,NULL,20,N,N
3148,Vitória,05309,NULL,20,N,N
3149,"Alfredo Chaves",00300,NULL,20,N,N
3150,Anchieta,00409,NULL,20,N,N
3151,Guarapari,02405,NULL,20,N,N
3152,Iconha,02603,NULL,20,N,N
3153,Piúma,04203,NULL,20,N,N
3154,"Rio Novo do Sul",04401,NULL,20,N,N
3155,Alegre,00201,NULL,20,N,N
3156,"Divino de São Lourenço",01803,NULL,20,N,N
3157,"Dores do Rio Preto",02009,NULL,20,N,N
3158,Guaçuí,02306,NULL,20,N,N
3159,Ibatiba,02454,NULL,20,N,N
3160,Ibitirama,02553,NULL,20,N,N
3161,Irupi,02652,NULL,20,N,N
3162,Iúna,03007,NULL,20,N,N
3163,"Muniz Freire",03700,NULL,20,N,N
3164,Apiacá,00508,NULL,20,N,N
3165,"Atilio Vivacqua",00706,NULL,20,N,N
3166,"Bom Jesus do Norte",01100,NULL,20,N,N
3167,"Cachoeiro de Itapemirim",01209,NULL,20,N,N
3168,Castelo,01407,NULL,20,N,N
3169,"Jerônimo Monteiro",03106,NULL,20,N,N
3170,"Mimoso do Sul",03403,NULL,20,N,N
3171,Muqui,03809,NULL,20,N,N
3172,"São José do Calçado",04807,NULL,20,N,N
3173,"Vargem Alta",05036,NULL,20,N,N
3174,Itapemirim,02801,NULL,20,N,N
3175,Marataízes,03320,NULL,20,N,N
3176,"Presidente Kennedy",04302,NULL,20,N,N
3177,"Bom Jesus do Itabapoana",00605,NULL,2,N,N
3178,Italva,02056,NULL,2,N,N
3179,Itaperuna,02205,NULL,2,N,N
3180,"Laje do Muriaé",02304,NULL,2,N,N
3181,Natividade,03104,NULL,2,N,N
3182,Porciúncula,04102,NULL,2,N,N
3183,Varre-Sai,06156,NULL,2,N,N
3184,Aperibé,00159,NULL,2,N,N
3185,Cambuci,00902,NULL,2,N,N
3186,Itaocara,02106,NULL,2,N,N
3187,Miracema,03005,NULL,2,N,N
3188,"Santo Antônio de Pádua",04706,NULL,2,N,N
3189,"São José de Ubá",05133,NULL,2,N,N
3190,"Campos dos Goytacazes",01009,NULL,2,N,N
3191,"Cardoso Moreira",01157,NULL,2,N,N
3192,"São Francisco de Itabapoana",04755,NULL,2,N,N
3193,"São Fidélis",04805,NULL,2,N,N
3194,"São João da Barra",05000,NULL,2,N,N
3195,Carapebus,00936,NULL,2,N,N
3196,"Conceição de Macabu",01405,NULL,2,N,N
3197,Macaé,02403,NULL,2,N,N
3198,Quissamã,04151,NULL,2,N,N
3199,Areal,00225,NULL,2,N,N
3200,"Comendador Levy Gasparian",00951,NULL,2,N,N
3201,"Paraíba do Sul",03708,NULL,2,N,N
3202,Sapucaia,05406,NULL,2,N,N
3203,"Três Rios",06008,NULL,2,N,N
3204,Cantagalo,01108,NULL,2,N,N
3205,Carmo,01207,NULL,2,N,N
3206,Cordeiro,01504,NULL,2,N,N
3207,Macuco,02452,NULL,2,N,N
3208,"Bom Jardim",00506,NULL,2,N,N
3209,"Duas Barras",01603,NULL,2,N,N
3210,"Nova Friburgo",03401,NULL,2,N,N
3211,Sumidouro,05703,NULL,2,N,N
3212,"Santa Maria Madalena",04607,NULL,2,N,N
3213,"São Sebastião do Alto",05307,NULL,2,N,N
3214,"Trajano de Moraes",05901,NULL,2,N,N
3215,"Casimiro de Abreu",01306,NULL,2,N,N
3216,"Rio das Ostras",04524,NULL,2,N,N
3217,"Silva Jardim",05604,NULL,2,N,N
3218,Araruama,00209,NULL,2,N,N
3219,"Armação dos Búzios",00233,NULL,2,N,N
3220,"Arraial do Cabo",00258,NULL,2,N,N
3221,"Cabo Frio",00704,NULL,2,N,N
3222,"Iguaba Grande",01876,NULL,2,N,N
3223,"São Pedro da Aldeia",05208,NULL,2,N,N
3224,Saquarema,05505,NULL,2,N,N
3225,"Barra Mansa",00407,NULL,2,N,N
3226,Itatiaia,02254,NULL,2,N,N
3227,Pinheiral,03955,NULL,2,N,N
3228,Piraí,04003,NULL,2,N,N
3229,"Porto Real",04110,NULL,2,N,N
3230,Quatis,04128,NULL,2,N,N
3231,Resende,04201,NULL,2,N,N
3232,"Rio Claro",04409,NULL,2,N,N
3233,"Volta Redonda",06305,NULL,2,N,N
3234,"Barra do Piraí",00308,NULL,2,N,N
3235,"Rio das Flores",04508,NULL,2,N,N
3236,Valença,06107,NULL,2,N,N
3237,"Angra dos Reis",00100,NULL,2,N,N
3238,Paraty,03807,NULL,2,N,N
3239,"Engenheiro Paulo de Frontin",01801,NULL,2,N,N
3240,Mendes,02809,NULL,2,N,N
3241,"Miguel Pereira",02908,NULL,2,N,N
3242,Paracambi,03609,NULL,2,N,N
3243,"Paty do Alferes",03856,NULL,2,N,N
3244,Vassouras,06206,NULL,2,N,N
3245,Petrópolis,03906,NULL,2,N,N
3246,"São José do Vale do Rio Preto",05158,NULL,2,N,N
3247,Teresópolis,05802,NULL,2,N,N
3248,"Cachoeiras de Macacu",00803,NULL,2,N,N
3249,"Rio Bonito",04300,NULL,2,N,N
3250,Itaguaí,02007,NULL,2,N,N
3251,Mangaratiba,02601,NULL,2,N,N
3252,Seropédica,05554,NULL,2,N,N
3253,"Belford Roxo",00456,NULL,2,N,N
3254,"Duque de Caxias",01702,NULL,2,N,N
3255,Guapimirim,01850,NULL,2,N,N
3256,Itaboraí,01900,NULL,2,N,N
3257,Japeri,02270,NULL,2,N,N
3258,Magé,02502,NULL,2,N,N
3259,Maricá,02700,NULL,2,N,N
3260,Mesquita,02858,NULL,2,N,N
3261,Nilópolis,03203,NULL,2,N,N
3262,Niterói,03302,NULL,2,N,N
3263,"Nova Iguaçu",03500,NULL,2,N,N
3264,Queimados,04144,NULL,2,N,N
3265,"Rio de Janeiro",04557,NULL,2,N,N
3266,"São Gonçalo",04904,NULL,2,N,N
3267,"São João de Meriti",05109,NULL,2,N,N
3268,Tanguá,05752,NULL,2,N,N
3269,"Aparecida d'Oeste",02606,NULL,21,N,N
3270,Aspásia,03950,NULL,21,N,N
3271,"Dirce Reis",13850,NULL,21,N,N
3272,Dolcinópolis,14205,NULL,21,N,N
3273,Jales,24808,NULL,21,N,N
3274,Marinópolis,29104,NULL,21,N,N
3275,Mesópolis,29658,NULL,21,N,N
3276,"Nova Canaã Paulista",32843,NULL,21,N,N
3277,"Palmeira d'Oeste",35200,NULL,21,N,N
3278,Paranapuã,35903,NULL,21,N,N
3279,Pontalinda,40259,NULL,21,N,N
3280,Populina,40408,NULL,21,N,N
3281,Rubinéia,44509,NULL,21,N,N
3282,"Santa Albertina",45704,NULL,21,N,N
3283,"Santa Clara d'Oeste",46108,NULL,21,N,N
3284,"Santa Fé do Sul",46603,NULL,21,N,N
3285,"Santana da Ponte Pensa",47205,NULL,21,N,N
3286,"Santa Rita d'Oeste",47403,NULL,21,N,N
3287,"Santa Salete",47650,NULL,21,N,N
3288,"São Francisco",49003,NULL,21,N,N
3289,"Três Fronteiras",54904,NULL,21,N,N
3290,Urânia,55802,NULL,21,N,N
3291,"Vitória Brasil",56958,NULL,21,N,N
3292,"Estrela d'Oeste",15202,NULL,21,N,N
3293,Fernandópolis,15509,NULL,21,N,N
3294,"Guarani d'Oeste",18008,NULL,21,N,N
3295,Indiaporã,20707,NULL,21,N,N
3296,Macedônia,28205,NULL,21,N,N
3297,Meridiano,29609,NULL,21,N,N
3298,"Mira Estrela",30003,NULL,21,N,N
3299,Ouroeste,34757,NULL,21,N,N
3300,Pedranópolis,36901,NULL,21,N,N
3301,"São João das Duas Pontes",49201,NULL,21,N,N
3302,Turmalina,55307,NULL,21,N,N
3303,"Álvares Florence",01202,NULL,21,N,N
3304,"Américo de Campos",01806,NULL,21,N,N
3305,Cardoso,10708,NULL,21,N,N
3306,Cosmorama,12902,NULL,21,N,N
3307,Parisi,36257,NULL,21,N,N
3308,"Pontes Gestal",40309,NULL,21,N,N
3309,Riolândia,44202,NULL,21,N,N
3310,"Valentim Gentil",56107,NULL,21,N,N
3311,Votuporanga,57105,NULL,21,N,N
3312,Adolfo,00204,NULL,21,N,N
3313,Altair,00907,NULL,21,N,N
3314,"Bady Bassitt",04602,NULL,21,N,N
3315,Bálsamo,04800,NULL,21,N,N
3316,Cedral,11300,NULL,21,N,N
3317,Guapiaçu,17505,NULL,21,N,N
3318,Guaraci,17901,NULL,21,N,N
3319,Ibirá,19402,NULL,21,N,N
3320,Icém,19808,NULL,21,N,N
3321,Ipiguá,21150,NULL,21,N,N
3322,Jaci,24501,NULL,21,N,N
3323,"José Bonifácio",25706,NULL,21,N,N
3324,Mendonça,29500,NULL,21,N,N
3325,Mirassol,30300,NULL,21,N,N
3326,Mirassolândia,30409,NULL,21,N,N
3327,"Nova Aliança",32801,NULL,21,N,N
3328,"Nova Granada",33007,NULL,21,N,N
3329,Olímpia,33908,NULL,21,N,N
3330,"Onda Verde",34005,NULL,21,N,N
3331,Orindiúva,34203,NULL,21,N,N
3332,Palestina,35002,NULL,21,N,N
3333,"Paulo de Faria",36604,NULL,21,N,N
3334,Planalto,39608,NULL,21,N,N
3335,Potirendaba,40804,NULL,21,N,N
3336,"São José do Rio Preto",49805,NULL,21,N,N
3337,Tanabi,53401,NULL,21,N,N
3338,Ubarana,55356,NULL,21,N,N
3339,Uchoa,55604,NULL,21,N,N
3340,Zacarias,57154,NULL,21,N,N
3341,Ariranha,03703,NULL,21,N,N
3342,Cajobi,09304,NULL,21,N,N
3343,Catanduva,11102,NULL,21,N,N
3344,Catiguá,11201,NULL,21,N,N
3345,Elisiário,14924,NULL,21,N,N
3346,Embaúba,14957,NULL,21,N,N
3347,Novais,33254,NULL,21,N,N
3348,"Palmares Paulista",35101,NULL,21,N,N
3349,Paraíso,35705,NULL,21,N,N
3350,Pindorama,38105,NULL,21,N,N
3351,"Santa Adélia",45605,NULL,21,N,N
3352,Severínia,51900,NULL,21,N,N
3353,Tabapuã,52601,NULL,21,N,N
3354,Auriflama,04206,NULL,21,N,N
3355,Floreal,15905,NULL,21,N,N
3356,"Gastão Vidigal",16804,NULL,21,N,N
3357,"General Salgado",16903,NULL,21,N,N
3358,Guzolândia,18909,NULL,21,N,N
3359,Magda,28304,NULL,21,N,N
3360,"Nova Castilho",32868,NULL,21,N,N
3361,"Nova Luzitânia",33304,NULL,21,N,N
3362,"São João de Iracema",49250,NULL,21,N,N
3363,Macaubal,28106,NULL,21,N,N
3364,Monções,31001,NULL,21,N,N
3365,"Monte Aprazível",31407,NULL,21,N,N
3366,"Neves Paulista",32504,NULL,21,N,N
3367,Nhandeara,32603,NULL,21,N,N
3368,Nipoã,32702,NULL,21,N,N
3369,Poloni,39905,NULL,21,N,N
3370,"Sebastianópolis do Sul",51306,NULL,21,N,N
3371,"União Paulista",55703,NULL,21,N,N
3372,Irapuã,21507,NULL,21,N,N
3373,Itajobi,21903,NULL,21,N,N
3374,Marapoama,28858,NULL,21,N,N
3375,"Novo Horizonte",33502,NULL,21,N,N
3376,Sales,44806,NULL,21,N,N
3377,Urupês,56008,NULL,21,N,N
3378,Barretos,05500,NULL,21,N,N
3379,Colina,12001,NULL,21,N,N
3380,Colômbia,12100,NULL,21,N,N
3381,Guaíra,17406,NULL,21,N,N
3382,Ipuã,21309,NULL,21,N,N
3383,Jaborandi,24204,NULL,21,N,N
3384,Miguelópolis,29708,NULL,21,N,N
3385,"Morro Agudo",31902,NULL,21,N,N
3386,Nuporanga,33601,NULL,21,N,N
3387,Orlândia,34302,NULL,21,N,N
3388,"Sales Oliveira",44905,NULL,21,N,N
3389,"São Joaquim da Barra",49409,NULL,21,N,N
3390,Aramina,03000,NULL,21,N,N
3391,Buritizal,08207,NULL,21,N,N
3392,Guará,17703,NULL,21,N,N
3393,Igarapava,20103,NULL,21,N,N
3394,Ituverava,24105,NULL,21,N,N
3395,"Cristais Paulista",13207,NULL,21,N,N
3396,Franca,16200,NULL,21,N,N
3397,Itirapuã,23701,NULL,21,N,N
3398,Jeriquara,25409,NULL,21,N,N
3399,"Patrocínio Paulista",36307,NULL,21,N,N
3400,Pedregulho,37008,NULL,21,N,N
3401,Restinga,42701,NULL,21,N,N
3402,"Ribeirão Corrente",43105,NULL,21,N,N
3403,Rifaina,43600,NULL,21,N,N
3404,"São José da Bela Vista",49508,NULL,21,N,N
3405,Bebedouro,06102,NULL,21,N,N
3406,"Cândido Rodrigues",10104,NULL,21,N,N
3407,"Fernando Prestes",15608,NULL,21,N,N
3408,Guariba,18602,NULL,21,N,N
3409,Jaboticabal,24303,NULL,21,N,N
3410,"Monte Alto",31308,NULL,21,N,N
3411,"Monte Azul Paulista",31506,NULL,21,N,N
3412,Pirangi,39004,NULL,21,N,N
3413,Pitangueiras,39509,NULL,21,N,N
3414,"Santa Ernestina",46504,NULL,21,N,N
3415,Taiaçu,53104,NULL,21,N,N
3416,Taiúva,53203,NULL,21,N,N
3417,Taquaral,53658,NULL,21,N,N
3418,Taquaritinga,53708,NULL,21,N,N
3419,"Terra Roxa",54409,NULL,21,N,N
3420,Viradouro,56800,NULL,21,N,N
3421,"Vista Alegre do Alto",56909,NULL,21,N,N
3422,Barrinha,05609,NULL,21,N,N
3423,Brodowski,07803,NULL,21,N,N
3424,Cravinhos,13108,NULL,21,N,N
3425,Dumont,14601,NULL,21,N,N
3426,Guatapará,18859,NULL,21,N,N
3427,Jardinópolis,25102,NULL,21,N,N
3428,"Luís Antônio",27603,NULL,21,N,N
3429,Pontal,40200,NULL,21,N,N
3430,Pradópolis,40903,NULL,21,N,N
3431,"Ribeirão Preto",43402,NULL,21,N,N
3432,"Santa Rita do Passa Quatro",47502,NULL,21,N,N
3433,"Santa Rosa de Viterbo",47601,NULL,21,N,N
3434,"São Simão",50902,NULL,21,N,N
3435,"Serra Azul",51405,NULL,21,N,N
3436,Serrana,51504,NULL,21,N,N
3437,Sertãozinho,51702,NULL,21,N,N
3438,Altinópolis,01004,NULL,21,N,N
3439,Batatais,05906,NULL,21,N,N
3440,Cajuru,09403,NULL,21,N,N
3441,"Cássia dos Coqueiros",10906,NULL,21,N,N
3442,"Santa Cruz da Esperança",46256,NULL,21,N,N
3443,"Santo Antônio da Alegria",47908,NULL,21,N,N
3444,Andradina,02101,NULL,21,N,N
3445,Castilho,11003,NULL,21,N,N
3446,Guaraçaí,17802,NULL,21,N,N
3447,"Ilha Solteira",20442,NULL,21,N,N
